video_id,genre,seg_idx,p_remove,weak_p,gold_label,fn_label,disfl_label,text_snippet,visual_context_term
CcVMWwXOk8I,tv_series,3,0.1607,0.036,,new_information,clean,"same things. The story follows Nil and Mray, later denies, as they navigate the roller coaster of modern relationships. With witty banter and relatable humor, the show dives into themes of love, compromise, and everyday ",
Aj0s9ztoKUc,entertainment,79,0.1609,1.0,,discourse_filler,clean,"That's what I was thinking. When I was a little boy, I used to hide in under the covers in the bed at my Nana and Papa's house. I saw a video, this woman, goes into this bedroom. She starts pulling back on the covers, an",
3esF-pNAM9c,podcasts,52,0.1614,0.0462,0.0,new_information,filled_pause,"no okay so it was just 3,000 people doing the hacks and I was just asking them questions uh at the end and it says here 40% roughly 40% of people who wanted to lose weight did in fact lose weight in those four weeks yeah",
4DfCXjwQBRA,commentary,56,0.1621,0.1005,0.0,new_information,clean,"Okay, okay. That's the Sexy Beast show. Again, you know, there's still more to see there if you wanna, you know, watch it yourself but at your own risk of course. I wasn't the biggest fan but I did watch the whole thing.",
6HVYHNTDOFs,commentary,30,0.1622,1.0,0.0,off_topic,clean,"When we get to the point where there are railroads, then comes the invention of the refrigeration car, railroad cars that were insulated with ice blocks to carry things that are perishable. - So, if you think about it, f",
1NLoTuRR3hE,podcasts,87,0.1625,0.0193,,new_information,filled_pause,"It was taking too long."" And >> he's Willie Brown. Willie Brown, the mayor of San Francisco, former speaker of the California Assembly, one of the most dynamic, >> one of the most extraordinary politicians in California ",
o0AMK3wFK9E,ted,51,0.1628,0.075,,new_information,clean,"Moments which are mile markers of connection. Challenges exist, but exploration has shown me that the stories we're told don't always match reality. And sometimes the only way to find out is to go see for yourself. Becau",
1NLoTuRR3hE,podcasts,40,0.163,0.1519,,new_information,filled_pause,">> What was money in your household? Like what was the relationship that you'd formed with it? Well, I had interesting experience with with money because we didn't come from any wealth. But my father uh his relationships",
vexARYQjdN8,podcasts,8,0.1648,0.0719,,new_information,clean,"This is a dream come true by the way. So, you're known for this interesting variation of just the say Nagi throw where you grab the lapel. Can you explain how that works? - In a basic sense, you're gonna take a grip here",
2IdtqGM6KWU,lectures,0,0.1652,0.0193,0.0,new_information,filled_pause,okay this is linear algebra lecture 11 and at the end of lecture 10 I was talking about some Vector spaces but there the the things in those Vector spaces were not what we usually call vectors nevertheless you could add ,
MsIvs_6vC38,lectures,27,0.1659,0.3377,,new_information,clean,"There's a diagonal matrix. And I just -- whatever is left is here. Now what's left? If I divide this first row by two to pull out the two, then I have a one and a one half.",
6Sx_hLPFwU8,lectures,0,0.166,0.0205,,new_information,clean,this will be for the con assignment comparing data distributions so it says samantha brooklyn and mary went to bonnero music festival where they each attended various concerts samantha only went to rock concerts where th,
3esF-pNAM9c,podcasts,16,0.166,0.0068,0.0,new_information,repetition,well the thing is glucose is actually not sweet what you're tasting in fruit is fructose so let me explain so starches like bread pasta rice potatoes oats those are starches those are literally millions of glucose molecu,
1NLoTuRR3hE,podcasts,222,0.1665,0.7386,,clarification,clean,it's on life support now and I don't say that lightly. I say that very thoughtfully and I say that as a guy that's watched the president of the United States not send military in his first term or his first six months an,
6HVYHNTDOFs,commentary,0,0.1668,0.0205,0.0,new_information,clean,"- In the summer of 1841, Florida Doctor John Gorrie faced a dire situation. Yellow fever, also known as the black vomit, was sweeping through his town, wiping out entire families. Patients came to Gorrie's small infirmar",
6HVYHNTDOFs,commentary,42,0.1672,0.0337,0.0,new_information,clean,And Frederic Tudor is a man who does not take lightly to threats to his empire. And what bigger threat to the naturalized harvesting empire is there than human-made ice? - [Derek] There was no way the Ice King was giving,
IiAjADve-ec,tv_series,48,0.1681,0.1265,,new_information,clean,"-It's not. I just hope that you're not in too much discomfort. You never know with internal injuries. Now that you're here I'm improving. Margarita, Señor Piñeda, I believe we have a car waiting to take señor back to the",
IiAjADve-ec,tv_series,199,0.1688,0.0345,,new_information,clean,Disgusting. The Suarez family. The Rodriguez family. The Gonzalez family. [Spanish spoken audio] Aurelia. Margarita. How dare you come here?,
3esF-pNAM9c,podcasts,83,0.1697,0.0462,0.0,new_information,repetition,and I guess much of what might motivate them or give them the discipline to stick is I mean this is certainly the case for me is getting really clear on why why all this stuff matters you know I don't think humans are pa,
o0AMK3wFK9E,ted,16,0.1702,0.1216,,new_information,clean,"The only thing is that today he did not have his talk memorized. He was definitely reading majority of the time. It's mostly memorized, but there are those points where I knew if I tried to say the whole thing verbatim f",
4DfCXjwQBRA,commentary,18,0.1726,0.0719,0.0,new_information,clean,I'm just saying that some of them are easier to look at than others. The worst one in the entire season is this girl. What did this poor girl do to deserve this costume? She's not a beast by my calculations. She's just a,look at
1NLoTuRR3hE,podcasts,150,0.1732,0.0911,,new_information,repetition,like I don't and it was such a she literally it had such a I remember that I remember >> sitting there with dinner with her at Delansancy Street when she said that to me and it sort of hit me in the core. There was I the,
o0AMK3wFK9E,ted,85,0.1737,0.0205,,new_information,clean,"Sadly, we lost 98% of elephant seals in Argentina last year to aven flu. The state tree of Pennsylvania, the majestic hemlock, is in a battle against an invasive insect, and it's not winning. The greatest pandemic this p",
4EXVrzOACv4,commentary,2,0.1738,0.0205,0.0,new_information,clean,"Let’s check out our colour. Oh, yeah, look at that, even, cheesy, saucy, warm all the way through. Mmm, so good. That is a great pizza pop. So, I like watching cooking entertainment, which isn’t really a deep admission o",look at
6HVYHNTDOFs,commentary,9,0.1748,1.0,0.0,off_topic,clean,"- Let's try simple a experiment. I have eight ice cubes spread evenly in one dish here and I have another eight ice cubes now stacked together in one mega cube in this dish over here. Now, if you leave these two plates t",over here
6Sx_hLPFwU8,lectures,4,0.175,0.0128,,new_information,clean,so if seven out of 15 faulted that means seven of them got zero okay so you're looking at seven zeros and then a good jump which would be the median and then seven more jumps that are long distances all right so the medi,
IiAjADve-ec,tv_series,28,0.1751,0.036,,new_information,clean,"-You don't have $0.02 today, You are never going to have $0.02. I should have listened to my mother, she saw you coming a mile away. Maybe you can get your mother to take you out. Come on, that's wrong. Come on, come on!",
MsIvs_6vC38,lectures,5,0.1754,0.0191,,new_information,clean,"Okay. So why -- once again, it's this fact that I can move parentheses around. I can just erase them all and do the multiplications any way I want to. So what's the right multiplication to do first? B times B inverse. Th",
o0AMK3wFK9E,ted,30,0.1759,0.049,,new_information,clean,"I think everyone really connected with it. There were tears and also the topic is just really Chicago based. So, I'm hoping that effect is, you know, resonates with the audience tomorrow. It's making me emotional. I want",
o0AMK3wFK9E,ted,90,0.1765,0.1265,,new_information,clean,">> He's giving the real science while also making it accessible and easy for the audience to understand, which I think is a real challenge that people struggle with. >> Chemists can be first responders in the fight again",
MsIvs_6vC38,lectures,78,0.1768,0.2713,,new_information,clean,Now I'll just -- let me say one more thing about operations. What about the right-hand side? This was what it cost on the left side. This is on A. Because this is A that we're working with. But what's the cost on the ext,
1NLoTuRR3hE,podcasts,229,0.1768,0.0462,,new_information,repetition,"Long for those days. University. I go in the office of Ronald Reagan's old office, Governor Ronald Reagan, that's my old office in as governor of California. I mean, you know, his his last speech in the Oval Office, his ",
IiAjADve-ec,tv_series,108,0.1781,0.0196,,new_information,clean,"Your driver. -What's your name? -Margarita. [Spanish spoken audio] Get away from her. [Spanish spoken audio] Where did you rip off this car? Margarita, Rogelio doesn't even have enough money to even dream about buying a ",
IiAjADve-ec,tv_series,54,0.1788,0.1216,,new_information,clean,"I was doing something. So, Piñeda. He's a beauty, isn't he? Mr. Chunky. Mr. Chunky. There, sir. What you mean to say is you think he's a spy.",
1NLoTuRR3hE,podcasts,5,0.1797,0.049,,new_information,clean,">> I think most people see me as sort of, you know, slick guy. Grew up with a trust fund, but I didn't come from any wealth. Like my mom was a single mom. She was working two, three jobs. She ran out of her own bedroom. ",
CcVMWwXOk8I,tv_series,12,0.18,0.036,,new_information,clean,"This drama is about a close-knit family whose peaceful life is disrupted when Buju, a wealthy student, claims ownership of their home. With four sons, a resilient mother, and a stolen past, things spiral into comic chaos",
IiAjADve-ec,tv_series,141,0.1805,1.0,,discourse_filler,clean,"Ever since your mother died, I have been sleeping. -I am cursed. -You're being loyal to your people. Now I am running out of money. Piñeda has informed me all of our hard work to clean up the water has exhausted our cash",
IiAjADve-ec,tv_series,0,0.1808,0.0719,,new_information,clean,"What do you think? Margarita, you look beautiful! Why won't you let me try it on? Oh, please, sweetheart, I'm just worried about your father. -Think how he might feel. -[Spanish spoken audio] How would she feel?",
Ud6JonLO29o,commentary,3,0.1811,0.0317,,new_information,revision,but just none of them hit the same in fact as a little goodbye to this yearly spooky tradition and the spooky saga as a whole why didn't i show you a few of my rejected spooky songs man look at all these spooky songs the,look at
MsIvs_6vC38,lectures,83,0.1815,0.0828,,new_information,repetition,"Well, I'll include the identity. So that's a permutation matrix that doesn't do anything. Now what's the permutation matrix that exchanges -- what is P12? The permutation matrix that exchanges rows one and two would be -",
o0AMK3wFK9E,ted,29,0.1819,0.0462,,new_information,repetition,>> Darlene the queen of house like just the way that she talks about kind of losing yourself on the dance floor. It's just this equalizer among people. That one really really speaks to me. >> The way that you said that j,
4DfCXjwQBRA,commentary,13,0.1824,0.3391,0.0,new_information,clean,"It makes me feel like a cool super villain. Excuse me, we have too many chairs at our table could one of them be eliminated? I don't wanna spoil the whole show for people who actually wanna watch it and, you know, maybe ",
o0AMK3wFK9E,ted,35,0.1825,0.036,,new_information,clean,"So the dream scenario for tomorrow would be to give the speech of my life and to be declared the winner. That would be the dream. >> After a long day, rehearsals come to a close. But the work doesn't stop there. into the",
-QTkPfq7w1A,commentary,33,0.185,0.2803,0.0,new_information,clean,"Braz's paradox doesn't occur every time you modify a network. You need a very specific set of conditions for it to occur. But if you can make it work consistently, you get this. So, we're here at the Amolf Institute wher",
4DfCXjwQBRA,commentary,4,0.1856,0.0196,0.0,new_information,clean,"So 'Sexy Beasts' on Netflix is actually based on a show with the same name, not gonna say it, that aired on BBC Three, Scott Kramer, friend of the homepage, he did a video about the original British version of this show.",this video
Aj0s9ztoKUc,entertainment,11,0.1857,0.2803,,new_information,clean,"We'll be tasting wraps from around the world and throwing darts at the map to register where we think they're from. Chase will do the measurements. That's right. Hi, it's me, Chase, the golden gift wrapped cartographer.",the map
3esF-pNAM9c,podcasts,10,0.1858,0.0442,0.0,new_information,repetition,and that's why if you really love cookies the best time to eat them is right after you work out right before you work out because your muscles are really hungry for glucose all the time and the bigger your muscles are th,look at
Ff7J-ERl8o0,entertainment,5,0.1867,0.0442,,new_information,filled_pause,">> Well, we knew it worked for us, right? In that Questlove, um, was my first partner. I've been, you know, a rapper. I'd, you know, fancy myself an MC for some years, you know, maybe five or six years before he and I st",
AeGEv0YVLtw,commentary,62,0.1869,1.0,,off_topic,clean,"<zero gravity guitar> ""Every one of us was with Yuri Gagarin as he orbited the Earth 190 miles above us! Astronaut to Earth: I can see forests, rivers, cumulus clouds all around! Everything's so beautiful, it's wonderful",
o0AMK3wFK9E,ted,95,0.1888,0.1152,,new_information,revision,"And wow. I mean, yesterday in rehearsal, right, she was >> Oh my gosh. I loved Lady D yesterday. I mean, she had everyone crying in the room. She had our chemist Tim crying. Like, it's hard for me to imagine not for peop",
3esF-pNAM9c,podcasts,49,0.1891,0.0462,0.0,new_information,repetition,yeah so after eating use your body and your muscles for 10 minutes you can clean your apartment go for a walk with your dog dance to a few songs if you're at the office you can do calf raises under your desk like this so,
AeGEv0YVLtw,commentary,49,0.1898,0.0193,,new_information,restart,And I need to acknowledge that because the progress since then is real too - I’ve changed a lot in the last year. In many ways I'm not the man I was. You can tell looking at my videos that something happened to me at the,this video
Ff7J-ERl8o0,entertainment,12,0.1898,0.1152,,new_information,repetition,"No, I feel like it absolutely informed my process, but not on a conscious level. It did, you know, it also felt like kids just having fun. So, it's something that because I was immersed in it, um, I do feel like to a cer",
MsIvs_6vC38,lectures,81,0.1901,0.0191,,new_information,clean,"Okay. So can I say, now, where does a permutation come in? Let me talk a little about permutations. So that'll be up here, permutations. So these are the matrices that I need to do row exchanges. And I may have to do two",
1NLoTuRR3hE,podcasts,167,0.1905,0.1152,,new_information,filled_pause,"You know, I'm really proud. My wife um who's been a real leader, she's done a half dozen documentaries. She did one that was particularly wellreceived called um a misrepresentation about the myths and disinformation arou",
iDtfzQnW-B4,commentary,70,0.1908,0.3391,,new_information,clean,"What do I want to do with this phone? Dude, I'm smashing that ship boy. Now I'm all rage-y. Spencer, I need you to tell me why? To be continued, damn. Enjoying the story so far, fuck you. All right so we're pretty much l",
6HVYHNTDOFs,commentary,19,0.1916,0.0205,0.0,new_information,clean,"By 1809, Tudor owed $40,000 to investors, which is over 1 million bucks today. He was hounded by creditors, he was forced to hide from sheriffs on his own ships, and he was even sent to debtor's prison twice. (jail bars ",
1NLoTuRR3hE,podcasts,242,0.1934,0.1152,,new_information,revision,"And that was first week in office. It's it's I mean, this is shock and awe. We have people in masks going to car washes without identifying. And people are disappearing in the streets of America today. Thousands of peopl",
9szhjhO9epA,commentary,4,0.1938,0.036,0.0,new_information,clean,"A few wealthy investors actually believed it. So with their backing, the Universal Fastener Company was born. A decade later, the company managed to carve out a small niche, primarily selling its fasteners for women's sk",
Ff7J-ERl8o0,entertainment,11,0.1945,0.047,,new_information,clean,"You know, growing up in Philly, I understand that, you know, you're 9 years old, you're performing in a rap duo with Beanie Sigel. When I interviewed Questlove earlier this year, he talked about, you know, The Roots comp",
1wsF9GpGd00,lectures,4,0.1946,0.0352,,new_information,clean,"So let me write this. This is B. B is a strict or proper subset. So, for example, we can write that A is a subset of A. In fact, every set is a subset of itself, because every one of its members is a member of A. We cann",over here
3esF-pNAM9c,podcasts,71,0.1946,0.0462,0.0,new_information,repetition,I like I don't have all the answers to that we just know that on average if you look at everybody by reducing those spikes you're going to reduce the likelihood of these diseases but you see people who like smoke two pac,look at
2IdtqGM6KWU,lectures,7,0.1952,0.0088,0.0,new_information,repetition,okay as I write that I think okay what about putting get so this is like this intersection is taking all the vectors that are in both that are that are symmetric and also upper triangular now we looked at the union suppo,
o0AMK3wFK9E,ted,31,0.1952,0.0193,,new_information,filled_pause,"And as we are learning time and time again, anything can happen on the day. rehearsals, not a predictor of the actual event day. >> I'm looking forward to rehearsing on the main stage to standing on the big red dot cuz t",
1NLoTuRR3hE,podcasts,90,0.196,0.0205,,new_information,clean,"I'm like, I thought I was going on the film commission. Literally didn't tell me or anyone. I didn't even know what chair meant. And all of a sudden, 26,7 years old, I'm now the president of San Francisco's Parking and T",
2IdtqGM6KWU,lectures,24,0.1961,1.0,1.0,off_topic,repetition,and I don't know how many edges are in there there's an edge if you're friend I so that's the graph for this class a similar graph you could take for the whole country so 260 million nodes and edges between friends and t,
9szhjhO9epA,commentary,22,0.1961,0.0205,0.0,new_information,clean,"And because it runs 24/7, you can wake up each morning to a fresh batch of articles delivered straight to your inbox. So if you're interested in running OpenClaw, head to hostinger.com/veritasiumopenclaw, or click on the",
IiAjADve-ec,tv_series,175,0.1975,0.0268,,new_information,clean,"Another thing is that Mr. Piñeda is kind of maybe a bit weird. Sir? Sir? Sonia? Señor. Sonia, where have you been all this time?",
_gTgloPR0Aw,ted,5,0.1975,0.0247,0.0,new_information,clean,"Then it returned again under the pressure of the COVID-19 pandemic. Clearly, we still have a lot to learn about how cash giving unfolds over time. But regardless of what we learn in the future, the theory for why direct ",
vexARYQjdN8,podcasts,2,0.1975,0.3703,,clarification,clean,"Maybe you'll see me there, and we get a chance to train. And now, dear friends, here's the 2016 Olympic silver medalist in judo, Travis Stevens. - I've been a fan of yours for a long time. Thank you for talking a little ",
4DfCXjwQBRA,commentary,41,0.1983,0.1216,0.0,new_information,clean,"I don't even know where they are but most of the stuff that Mick says, I don't understand. - How does it feel to have nothing but your heart speaking for you right now? It's kinda liberating, right? - What does that mean",
o0AMK3wFK9E,ted,102,0.1983,0.1265,,new_information,clean,It was the feeling of seeing my name on that first flyer with my first DJ gig that I knew that I had inherited real power and responsibility. Responsibility to create spaces of love and communion and justice to elevate m,
3esF-pNAM9c,podcasts,15,0.1984,0.0462,0.0,new_information,repetition,but the thing is you know piece of whole fruit is okay because it has fiber in it the real problem comes when you denature that piece of fruit and you turn it into a juice for example cuz then you're removing that protec,
3esF-pNAM9c,podcasts,82,0.1986,0.0339,0.0,new_information,repetition,sorry you'll be able to get the dopamine from the sugar with less of a spike and less of a crash so less activation of the craving Center in your brain and if you do this throughout the day you're going to feel a little ,
_gTgloPR0Aw,ted,2,0.1987,0.1265,0.0,new_information,clean,"These disappointing results even extended to newer philanthropic models. At this time, many theorists advocated heavily for microfinance, a model that offered small loans to aspiring entrepreneurs in weak economies. But ",
iDtfzQnW-B4,commentary,40,0.1989,0.0965,,new_information,clean,"I think so. Whatever he's got a small dick anyway, right? You're right dude, lets go. Spencer brought cookies, want one? No, I got to go later Kurtis. Wait right now? I just finally figured it out, you and me? It's a bad",
1NLoTuRR3hE,podcasts,88,0.1992,0.0205,,new_information,clean,"And he calls me, he goes, ""This is Willie Brown."" I'm like, ""Oh, Mr. Mayor."" He goes, ""Hey, come on down next Wednesday. I'm a put you on the film commission."" I'm like, ""This is amazing. I'm going to be on the film comm",
6HVYHNTDOFs,commentary,32,0.1995,0.2803,0.0,new_information,clean,"(jaunty music) - This change marked the beginning of a new system called the cold chain. And for the meat packing industry, it was a huge upgrade. Previously, the only way to transport fresh meat was by sending rail cars",
6HVYHNTDOFs,commentary,7,0.1997,0.0084,0.0,new_information,revision,"But to the investors, this plan seemed ridiculous. Tudor wrote, ""People only laugh when I tell them I'm going to carry ice to the West Indies,"" which is understandable because the journey would take three weeks, sailing ",
IiAjADve-ec,tv_series,158,0.1997,0.1216,,new_information,clean,"The moon is hiding in heaven. we are delighted you could come. [Spanish spoken audio] -Hello. -Hi. -How are you? -Good to see you. Excuse me. -Jennifer, please. -No way. I am a friend of El's.",
CcVMWwXOk8I,tv_series,13,0.2,1.0,,off_topic,clean,"The story of this drama revolves around Deafner, a humble waitress who was suddenly pulled into a risky deal to save her brother from mafia trouble. Her mission, make Omar, a rich shoe company CEO, fall in love with her ",
1NLoTuRR3hE,podcasts,191,0.2003,0.0914,,new_information,clean,">> And when people are lost, they do go in search of someone who resonates with them and someone who speaks directly to that their plight. And I my observation as someone that's not an American, when I think about someon",
1NLoTuRR3hE,podcasts,193,0.2004,0.1197,,new_information,repetition,"and he puts it on YouTube for hours and hours and hours and hours. And I think in a glassbox world where we get to see inside now because of technology, the blackbox approach where your PR team paints tries to paint an i",
9szhjhO9epA,commentary,26,0.202,0.0999,0.0,new_information,clean,"I counted up 65 zippers in this room in total, 33 of those 65 had stopping mechanisms, which is over 50%. Which is also something I never noticed on a zipper. But as I was hunting for zippers in my room. I noticed someth",
Aj0s9ztoKUc,entertainment,72,0.2026,0.1265,,new_information,clean,"This is, there's something about the tortilla itself. It's good. The stuff inside, I think it's a vegetarian dish, very. No meats. It's got some, some mush that I feel is from Africa.",
1NLoTuRR3hE,podcasts,155,0.2041,0.1197,,new_information,filled_pause,"And u and I it's funny. I I've got a a little >> um memoir that I'm putting out, ironically, called Young Man in a Hurry next year. >> I love the title. I can relate as well >> that I'm very, you know, I reflect on that ",
IiAjADve-ec,tv_series,173,0.2045,0.047,,new_information,clean,"Okay, now, remember, we go to the first right. First right, second left, okay? Then you'll take the second left, you'll make the third right, okay? If you pass the stop sign, you've gone too far. Come on, listen, you guy",
ZL5LcsJGS5Y,tv_series,13,0.2046,0.0914,,new_information,clean,"The man leaned forward and spoke in a low voice. ""Berak has been meeting someone from your past. Someone who knows everything about Zeynep and Kader."" Serhat's heart sank.",
1NLoTuRR3hE,podcasts,104,0.2057,0.0205,,new_information,clean,I just got elected mayor and made the decision then and it unfolded a few weeks later to start marrying same-sex couples. And we married Phyllis Lion and Delm Martin. And they've been together almost 50 years. You talk a,
3esF-pNAM9c,podcasts,28,0.2067,0.0193,0.0,new_information,repetition,and I if I if I zoomed out on my life say the whole 12 months of a year there will be maybe like this little week or two in clusters where maybe there's a couple of months in between and then there's this two we [ __ ] S,
iDtfzQnW-B4,commentary,43,0.2072,0.4233,,new_information,clean,"Do whatever you want. But what I want is, It's you Leah. let's do episode six. But, first, here are a few words from our sponsors. Oh, what the fuck is this?",
6HVYHNTDOFs,commentary,23,0.2073,0.0475,0.0,new_information,clean,"And he also replaced the manual saws at the lakes with horse-drawn plows, which made it all the easier to get the ice out. Because of that, the price of extracting a tonne of ice dropped from around 30 cents all the way ",
o0AMK3wFK9E,ted,104,0.2081,0.1152,,new_information,revision,"Thank you. The competition today is so high. I mean, I just think like it is a shame and it's just hard, but you know, you've got to really deliver the best version of your talk and Darlene didn't quite get there today. ",
4DfCXjwQBRA,commentary,1,0.2081,0.028,0.0,new_information,clean,"- It might currently say something stupid, like subscribe (ominous music) but that's a bug. Today we're talking about 'Sexy Beasts,' which is a new Netflix show but it's also a very unnatural thing for me to say, Sexy Be",
4EXVrzOACv4,commentary,8,0.2082,1.0,0.0,off_topic,repetition,"“I’m going to show you how to make an activated charcoal detoxifying lemonade” “This is sacha inchi, which is very high in protein.” “Here is goji berry.” “Here we have camu camu. Lucuma powder. Red maca powder. Here we ",
4EXVrzOACv4,commentary,0,0.2087,0.3479,1.0,new_information,clean,"Hey, let’s go make a cooking video! Hey everyone, welcome, today we’re going to be doing advanced Pizza Pops. First thing, we need to stress that these are Pillsbury Pizza Pops, not Pizza Pockets made by the slatterns ov",
o0AMK3wFK9E,ted,124,0.2088,0.1218,,new_information,clean,Oh wow. >> I have burned enough emotional calories today and I am empty. So I'm not thinking about Vancouver until I have to. Like I'm going to go live and I'm going to just sort of like Vancouver will come to me when it,
2IdtqGM6KWU,lectures,10,0.2092,0.0462,1.0,new_information,filled_pause,that these natural operations and we these this is it actually this is the this is the the the set of natural things to do with with subspaces that uh the dimensions come out in a good way okay maybe I'll take just one m,look at
iDtfzQnW-B4,commentary,41,0.2102,1.0,,discourse_filler,clean,"What's with the 180, Yeah, what the fuck? I can't do this to you. We can't do this. And now we need to try to forget, excuse me, Leah, You are so not leaving like this. (laughs) Spencer's chasing.",
4EXVrzOACv4,commentary,13,0.2104,1.0,1.0,discourse_filler,clean,A bit of personal backstory. I actually have a ton of experience shooting food on video. For a couple years I worked with a mid-sized North American franchise making literally hundreds of internal training videos for foo,
AeGEv0YVLtw,commentary,59,0.2111,0.8478,,clarification,clean,"idk but it rules> ""The world's first cosmonaut! The first to open the door into the unknown! The first to step over the threshold of our homeland!"" <Trumpets go fukin nuts> ""Gagarin, Yuri Alekseevich!",
o0AMK3wFK9E,ted,4,0.2117,0.0205,,new_information,clean,>> No. >> My name is Reggie Watts and my life changed forever when I got the opportunity to speak at TED. Now TED is searching the globe for ideas that could change everything. Nine TEDx events around the world. Giving a,
Aj0s9ztoKUc,entertainment,23,0.2118,0.0325,,new_information,filled_pause,"And the question is, is that as it went towards Australia, or is that as it went towards Ireland and Iceland? Hmm. And I think it's, as it went towards Ireland. And I don't know that it's just the Irish blood in me. Okay",
IiAjADve-ec,tv_series,50,0.2134,0.0205,,new_information,clean,"-No. Señor Rogelio, Señorita Margarita is a very busy woman. Perhaps you could send her a letter. Okay, I'm okay. I just meant to take a little fall. Those stairs are slippery, man, I couldn't stop.",
o0AMK3wFK9E,ted,79,0.2139,1.0,,off_topic,clean,"Park my emotions. So, you just want me to sit there and smile at some who's about six McNuggets short of a happy meal? IS THAT WHAT YOU WANT? NO, be engaged, but do it strategically. Here are three tips for your next unb",
IiAjADve-ec,tv_series,90,0.2143,0.1216,,new_information,clean,"-Don't say that. I might have to hurt myself again. Here, come on, give me your best shot. -Come on. -Now, why would I want to hurt you? Let's see, I stay here at a mansion and drink out of silver goblets, or I go back t",
4X16Iw5ST4Q,commentary,13,0.2146,0.0205,1.0,new_information,clean,great song and i remember one day i was watching it with my sister and the performance started and i remember i turned to my sister and i asked hey do you think michael jackson ever gets tired singing that song for us ev,
iDtfzQnW-B4,commentary,44,0.215,0.1216,,new_information,clean,"A Kurtis Conner video? Fuck you. Well I'm proud of you for going after Gibbs. You got moxie kid. we kissed and it was, keep it PG-13 sis.",
IiAjADve-ec,tv_series,162,0.216,0.1216,,new_information,clean,"This is the time, okay? That's not what your island can do for you, but what you can do for your island. Let's just do it. Mr. Chunky, three o'clock. Got it. Hey, we go. -Rogelio, how are you?",
3esF-pNAM9c,podcasts,21,0.2182,0.0462,0.0,new_information,repetition,okay everybody's 30 years old we're going to give this half a healthy no glucose Spike diet and this half glucose spikes every single day and then we'll see when they're 80 you know which group has aged faster we can't d,look at
1wsF9GpGd00,lectures,8,0.2183,0.0352,,new_information,clean,"So we could reverse this notation, and we could say that A is a superset of B, and this is just another way of saying that B is a subset of A. But the way you could think about this is, A contains every element that is i",
IiAjADve-ec,tv_series,205,0.2185,0.0719,,new_information,clean,"Who? They came here before you for the land your father's father's father gave me to make this island safe, but Aurelia. Aurelia doesn't break promises. Doesn't sell trust. Who is trying to take your land?",
1NLoTuRR3hE,podcasts,120,0.2187,1.0,,off_topic,clean,"And she was making the point. She goes, ""Hi honey, it's your mother. I know you haven't seen me in a while, but next Thursday I won't be around, so you may want to come next Wednesday because it will be my last day."" Lit",
MsIvs_6vC38,lectures,16,0.2196,0.2713,,new_information,clean,"Pivots all fine, nothing zero in the pivot position. I get to the very end, which is U. So I get from A to U. And I want to know what's the connection? How is A related to U? And this is going to tell me that there's a m",
AeGEv0YVLtw,commentary,61,0.2202,0.9127,,clarification,clean,"<really cool guitar> ""Was it hazardous? Yes, it was. The first strides into the unknown were about to be made"" <ABSOLUTELY FERAL TRUMPETS JUST HAVING A FUN TIME OF IT> ""Gagarin, Yuri Alekseevich! The hero who blazed a tr",
iDtfzQnW-B4,commentary,64,0.221,0.0719,,new_information,clean,"Gibbs, buzz off, we're in the middle of rehearsal. You sure you don't need a break to check your phone? What are you talking about? What's a phone? Where am I,? fuck Who are you? Sorry, what are you talking about? He's s",
AeGEv0YVLtw,commentary,20,0.2214,0.1216,,new_information,clean,"My suicide attempt left me living on cheated time, I should have died: I've done nothing with it except commodify it to gain sympathy points from better people, and it wasn’t a serious attempt anyway: I wasn’t even injur",
CcVMWwXOk8I,tv_series,6,0.2218,0.036,,new_information,clean,"Number nine, Hanjamese submetic marriage by surprise. The story is based on Tark and ITR, two young lovers from families feuding for 36 years. They secretly marry and return home, accidentally reigniting old rivalries wh",
9szhjhO9epA,commentary,6,0.2226,1.0,0.0,off_topic,clean,"Naturally, the Universal Fastener Company had very few repeat customers, and they fell into debt. But in 1906, a new engineer joined the team, 25-year-old Gideon Sundback, who had just moved to the US from Sweden. Why do",
3esF-pNAM9c,podcasts,17,0.2233,0.0193,0.0,new_information,repetition,I personally would never have a can of real soda I would always have the diet soda always always always because those sweeteners don't raise your blood sugar levels okay they don't create that big spike and that big insu,
1NLoTuRR3hE,podcasts,216,0.2242,0.0911,,new_information,filled_pause,I that's where I that's where I get that's where I stand firm and uh right now my biggest fear you asked about how where our country is. I feel like Trump has opened that overturn window in a way uh that I very concerned,
MsIvs_6vC38,lectures,71,0.2244,0.1138,,new_information,clean,"If I add a hundred squared to ninety nine squared to ninety eight squared -- ninety seven squared, all the way down to two squared then one squared, what have I got, about? It's just one of these -- let's identify it fir",
ZL5LcsJGS5Y,tv_series,8,0.2252,0.1265,,new_information,clean,"He took the box and closed the door slowly. Zeynep already knew. ""Another message."" she whispered. They opened the package together. Inside was a small toy ball, the same kind Kader used to play with years ago. Taped to ",
Aj0s9ztoKUc,entertainment,46,0.2253,0.0911,,new_information,filled_pause,"And the spice is there. I'm picking up what it's putting down, I'll tell you that right now. Uh, is Egypt just a safer guess? It could also be Australia.",
2IdtqGM6KWU,lectures,5,0.2261,0.0462,1.0,new_information,filled_pause,but so I've got three of these original nine are symmetric but uh so this is an example where but that's that's not all right what's the dimension let's put the dimensions down dimension of the of m was nine what's the d,
