video_id,genre,seg_idx,p_remove,weak_p,gold_label,fn_label,disfl_label,text_snippet,text_full,visual_context_term
Ff7J-ERl8o0,entertainment,15,0.1596,0.0065,,new_information,filled_pause,"To always be included, you know, to always have that seat at the table. So, I feel like as Philadelphia artists, not only hip-hop artists, but just, you know, as a musician coming from Philadelphia, many of us have had t","To always be included, you know, to always have that seat at the table. So, I feel like as Philadelphia artists, not only hip-hop artists, but just, you know, as a musician coming from Philadelphia, many of us have had to sort of create a lane where where there wasn't one. Um, and that's not to say that artists from New York or LA haven't had to do that as well, but, you know, from the Philadelphia perspective, that also had to take place almost in a vacuum. Is there a Philly radio station or DJ who was most impactful or had the most cultural influence at that time? Like, who had their fingers on the pulse? >>",the table
Aj0s9ztoKUc,entertainment,65,0.1529,0.1265,,new_information,clean,"Is spicy, and it's got beans in it, so that may, and it's got hot peppers in it. So that makes me think we're in Bolivia and there's also, that's a tortilla, that's just a regular old tortilla. So I think it's Bolivia, b","Is spicy, and it's got beans in it, so that may, and it's got hot peppers in it. So that makes me think we're in Bolivia and there's also, that's a tortilla, that's just a regular old tortilla. So I think it's Bolivia, but that doesn't really help me. Now I need to be able, I, I feel like I need to, I gotta look at the map and then sit down and not see the map.",look at
1wsF9GpGd00,lectures,5,0.1524,0.0236,,new_information,clean,"So let's give ourselves a little bit more practice. Can we write that B is a subset of C? Well, let's see. C contains a 1, it contains a 7, it contains an 18. So every member of B is indeed a member C. So this right over","So let's give ourselves a little bit more practice. Can we write that B is a subset of C? Well, let's see. C contains a 1, it contains a 7, it contains an 18. So every member of B is indeed a member C. So this right over here is true. Now, can we write that C is a subset? Can we write that C is a subset of A? Can we write C is a subset of A? Let's see.",over here
AeGEv0YVLtw,commentary,5,0.1331,0.1265,,new_information,clean,"It's an individual achievement. Contrast that with a philosopher like Hegel. Hegel and a lot of the thinkers who came after him said, ""No, your existence as a mind is something you can only become aware of through other ","It's an individual achievement. Contrast that with a philosopher like Hegel. Hegel and a lot of the thinkers who came after him said, ""No, your existence as a mind is something you can only become aware of through other people. To reflect on yourself and understand that you have a mind is like looking at yourself through the eyes of an audience. Yes you can shut yourself away with a bunch of anime DVDs but sooner or later you’ll run out and you’re gonna finish Attack on Titan Season 3, and you're gonna look at your own reflection in the laptop screen and think, “Whoa, I look a lot like my Dad.”",look at
9szhjhO9epA,commentary,24,0.1322,0.1663,0.0,new_information,clean,"But there was still a problem zippers had to solve, and that was that they were kind of too good, especially zippers that have been used a lot and are kind of worn down in the slider, they can... just unzip on their own.","But there was still a problem zippers had to solve, and that was that they were kind of too good, especially zippers that have been used a lot and are kind of worn down in the slider, they can... just unzip on their own. To prevent that, Gideon Sundback himself actually designed a locking mechanism like a break. Under the piece that connects the pull tab to the slider, there is a small metal pin. When the pull tab is in its typical resting position, one end of the pin sticks through a hole in the bottom face of the slider, lodging itself between the zipper's teeth or coils. That way the slider is stuck in place. But when the pull tab is pulled forward, this releases the pin, allowing the slider to move. Now you can see that there's like this little tiny gap through which you can see light, and that's because the zipper stop is now engaged.",you can see
3esF-pNAM9c,podcasts,11,0.1282,0.0339,0.0,new_information,repetition,so I think muscles is a really good example right if two people eat the same exact cookie the person with more muscle mass is going to potentially see a smaller glucose Spike because their muscles are going to absorb mor,so I think muscles is a really good example right if two people eat the same exact cookie the person with more muscle mass is going to potentially see a smaller glucose Spike because their muscles are going to absorb more of that glucose and faster if you look at genetics some people are better at growing their fat cells and at growing the number and the size of their fat cells so they have a bigger Reservoir to put glucose in people of South Asian descent for example they tend to have a harder time putting on fat cells and as a result their glucose spikes tend to be bigger because they don't have that storage unit that they can access and increase the size of does that make sense yeah yeah yeah are there any foods that you have been surprised at when you've tested them because this is one of the really shocking things that I discovered when I wore a continuous glucose monitor is I would eat some things that I've been eating for a long long time and they would cause a spike,look at
3esF-pNAM9c,podcasts,14,0.1267,0.0068,0.0,new_information,revision,it's good for me right well actually all the fruit that we find today in supermarkets is not natural it is the product of human breeding for thousands and thousands of years to make them extra sweet extra juicy in the sa,it's good for me right well actually all the fruit that we find today in supermarkets is not natural it is the product of human breeding for thousands and thousands of years to make them extra sweet extra juicy in the same way that humans have been breeding dogs from the time of the gray wolves into Chihuahua and Golden Retrievers these are not natural types of dogs we've bred wolves into these dogs fruit is the same thing we've bred pces of fruit to make these beautiful grapes without any seeds and just this little pocket of sugar and so a grape when you look at it actually it's just a big dose of sugar it's in the fruit format so people think it's good for them but actually when it comes to your glucose levels it's just big glucose Spike so those are really surprising all fruits it varies right so for example berries are lower in Sugar so create a smaller Spike but any tropical fruit like bananas mangoes papayas and then grapes also those are really high in sugar yeah,look at
1NLoTuRR3hE,podcasts,166,0.1193,0.0911,,new_information,repetition,"I mean, you still look look like a young man now. God bless you, brother. > > Um, but uh, young men are in particular have a particular set of struggles in the modern world and you've used certain words that sort of parl","I mean, you still look look like a young man now. God bless you, brother. > > Um, but uh, young men are in particular have a particular set of struggles in the modern world and you've used certain words that sort of parlay into that. You've used the words purpose and meaning >> and if we look at some of the stats around how young men are doing in the country, it's not great. And even even young boys are doing terribly across the world for a variety of reasons. And when we think about the political climate and what's happened in this last election cycle and how young men are voting increasingly for a certain set of ideas, what what what do you think is going on with young men and what is the solution or answer that will lead them to a better outcome? >>",look at
3esF-pNAM9c,podcasts,86,0.1183,0.0442,1.0,new_information,repetition,It's So for anybody that's just listening on audio it's this little jar of tablet little capsules um on each capsule it says anti-spike half of the capsule is green the other half of it is this sort of like beige color a,It's So for anybody that's just listening on audio it's this little jar of tablet little capsules um on each capsule it says anti-spike half of the capsule is green the other half of it is this sort of like beige color and it's got a powder in each capsule um the 60 capsules in this little jar mhm what is it this is just me putting some Cutting Edge signs into capsules so people can use it so there have been two big scientific realizations that I wanted to share with people the first one has to do with glp1 so you know those little cells that are sensing food and that produce gp1 in your body that I was mentioning nice there's a molecule in lemon look at me look at you st who would have thought who would have thought look at us there you go the glucose goddess himself drinking vinegar in this hand anti- Spike formula in this hand we're going to live forever you're going to live forever we're going to live forever I really want to live until like 150 mostly because I want to see if they find aliens anyway that's a sidebar so do you know what me I just did that did you recognize it where that that guy guys I think it's hot ones,look at
Ud6JonLO29o,commentary,1,0.1174,0.0462,,new_information,filled_pause,so i wanted to make this video filling you guys in there will be no new spooky song this year or ever again i'm sorry i know a lot of people look forward to them i made spooky boy and gosh 2017 and at the time i thought ,so i wanted to make this video filling you guys in there will be no new spooky song this year or ever again i'm sorry i know a lot of people look forward to them i made spooky boy and gosh 2017 and at the time i thought it was just gonna be kind of a fun one-off song to spread a little bit of holiday cheer for my favorite holiday uh and people enjoyed it and to my surprise the next year i started getting requests to do a sequel which i was not expecting because i did i don't know if songs usually get sequels and maybe that should be more of a thing imagine super bass 2 epic bass but anyway i made a sequel for spooky boy and then i made another one and before i knew it it was kind of like a little spooky tradition that every year i would make a spooky song,this video
1wsF9GpGd00,lectures,0,0.1111,0.0914,,new_information,clean,"Let's define ourselves some sets. So let's say the set A is composed of the numbers 1. 3. 5, 7, and 18. Let's say that the set B-- let me do this in a different color-- let's say that the set B is composed of 1, 7, and 1","Let's define ourselves some sets. So let's say the set A is composed of the numbers 1. 3. 5, 7, and 18. Let's say that the set B-- let me do this in a different color-- let's say that the set B is composed of 1, 7, and 18. And let's say that the set C is composed of 18, 7, 1, and 19. Now what I want to start thinking about in this video is the notion of a subset.",this video
Aj0s9ztoKUc,entertainment,96,0.1086,0.117,,new_information,clean,"You know how I love to do that. Oh, he gets to rap? I'm glad he won, if that's the case. Thanks for commenting and sharing this video. You know what time it is. Hi, we're the Foltz family and we're from Clayton, North Ca","You know how I love to do that. Oh, he gets to rap? I'm glad he won, if that's the case. Thanks for commenting and sharing this video. You know what time it is. Hi, we're the Foltz family and we're from Clayton, North Carolina, and we just played Where In The World Do These International Candies come from?",this video
3esF-pNAM9c,podcasts,22,0.1077,0.0339,0.0,new_information,repetition,yes and you should also avoid smoking you know wear sunscreen Etc but in terms of your diet what you want to focus on is focus on reducing glucose spikes yeah absolutely what about things like acne and skin conditions so,yes and you should also avoid smoking you know wear sunscreen Etc but in terms of your diet what you want to focus on is focus on reducing glucose spikes yeah absolutely what about things like acne and skin conditions so those are more inflammatory based diseases so eczema psoriasis acne rosacea those are expressions of inflammation going on within your body and I like to think of the skin as a mirror to what's going on within and so inflamation can happen to loads of different factors but one of the factors is glucose spikes so glucose spikes hurt our mitochondria that creates inflammation then glucose spikes lead to glycation which also leads to inflammation and Insulin release and a lot of insulin also increases inflammation so with every glucose Spike you're increasing inflammation within your body and if you're susceptible to any of these skin conditions you can have fups or increase their intensity very simply and does it also have an impact on my hormonal balance I am a lot of my friends I'm in that age range now where a lot of my friends are trying to have children yeah and there's so much talk around things like polycystic ovary syndrome and fertility and you know infertility in men with their sperm and all these kinds of things is there a link between glucose and hormones and fertility yes so we have studies that show that the more insulin resistant you are so insulin resistance is a consequence of just a lot of insulin in the body the more likely you are to be infertile and then we also know that PCOS so polycystic ovarian syndrome which is one of the leading causes of infertility in women we know that 60% of PCOS cases also are people who have insulin resistance there's a link there insulin resistance you're more likely to have PCOS and we also know that when there's a lot of insulin in a female body it tells your ovaries to produce more testosterone testosterone is the male sex hormone and if you have too much male sex hormone in the body that causes issues it can cause acne it can cause balding or hair growth on the face and it can stop your period now often when somebody has PCOS they're given the birth control pill which kind of makes sense on the surface but really doesn't solve anything what happens when you take the birth control pill is that you're just ingesting female hormones that's what the pill is it's female hormones so if you have high testosterone all of a sudden you're ingesting female hormones so the balance kind of comes back to an okay situation your symptoms of excess testosterone go away but as soon as you stop the pill the high testosterone is still there so a lot of people stop the pill trying to have a baby and they're like oh I don't have my period I have PCOS what do I do so one recommendation I have is if you have PCOS look at your glucose bikes first it's not the only reason this can happen but very often when you fix your glucose and insulin levels the symptoms of PCOS go away I was saw something on Twitter a couple of weeks ago that was trying to make the case that glucose and Insulin responses are the reason for PCOS yeah some people believe that totally you know it's a very politically charged topic some people believe you have PCOS it's genetic you can't do anything about it other people believe no no it's a metabolic disease it's a cluster of symptoms that come from high insulin I'm in that camp but you know there are some cases where somebody has PCOS and doesn't have high insulin levels so what category do they go into the thing with PCOS Stephen is that it's not a real Condition it's like a cluster of symptoms so some people could have PCOS and have cystic ovaries and balding somebody else could have PCOS and have you know missed periods and hair growth on their chin,look at
2IdtqGM6KWU,lectures,19,0.1038,0.0863,0.0,new_information,repetition,okay it's a Subspace what's the dimension of that space and what's the basis for that space so you see how I can just describe a space and we we can ask for the dimension as for the basis first and the dimension course t,okay it's a Subspace what's the dimension of that space and what's the basis for that space so you see how I can just describe a space and we we can ask for the dimension as for the basis first and the dimension course the dimension is the one that's easy to tell me in a single word what's the dimension of our Subspace s here and a basis tell me a tell me some vectors in it well I'm going to make you ask you again to guess the dimension again I think I heard it three the dimension is three how does this connect to our axal Z is this the n space of something is that the null space of a matrix and then we can look at the Matrix and and we know everything about those subspaces this is the null space of what Matrix what's the Matrix where the null space is then AV = 0 so I want this equation to be a = z v is now the vector and what's the Matrix that that we're seeing there it's the Matrix of 41 do you see that that's that if I look at AAL Z for this Matrix a I multiply by B and I get this requirement that the components add to zero,look at
IiAjADve-ec,tv_series,224,0.1032,0.0084,,new_information,repetition,"[Spanish spoken audio] Let me take a look at that, boo boo. I did it all for love. -I love you. -Do you hear a noise, my dear? It's the pitter-patter of my heart, El Comandante. It's a very loud pitter-patter, Sonia. Si,","[Spanish spoken audio] Let me take a look at that, boo boo. I did it all for love. -I love you. -Do you hear a noise, my dear? It's the pitter-patter of my heart, El Comandante. It's a very loud pitter-patter, Sonia. Si, mi Comandante.",look at
iDtfzQnW-B4,commentary,67,0.0989,0.0205,,new_information,clean,"Okay give me that &* little triangle hashtag phone! I need to see what Spencer's been saying about me. Holy crap, Look at all these calls to Tony. Saying I didn't expect to hear from you is the understatement of the year","Okay give me that &* little triangle hashtag phone! I need to see what Spencer's been saying about me. Holy crap, Look at all these calls to Tony. Saying I didn't expect to hear from you is the understatement of the year.",look at
-QTkPfq7w1A,commentary,48,0.0967,0.0914,0.0,new_information,clean,"Oh yeah. When the mechanism is in series, the natural frequency is 3.7 hertz. But if you switch to a parallel setup, the natural frequency increases to 6.4. 4 hertz. We switch it and we look at the natural frequency. Now","Oh yeah. When the mechanism is in series, the natural frequency is 3.7 hertz. But if you switch to a parallel setup, the natural frequency increases to 6.4. 4 hertz. We switch it and we look at the natural frequency. Now we can see it's much higher. What's unique here is that you're able to almost double the natural frequency of the material without changing its length.",look at
9szhjhO9epA,commentary,19,0.0924,0.036,0.0,new_information,clean,"They got a new name, too: Talon, since their fasteners had a secure grip, it was kind of like the talons of an eagle. Talon's new zippers were way sturdier than Judson's hook and eye design, because their parts were way ","They got a new name, too: Talon, since their fasteners had a secure grip, it was kind of like the talons of an eagle. Talon's new zippers were way sturdier than Judson's hook and eye design, because their parts were way simpler, and they were also made out of rust resistant nickel alloy instead of steel, which meant you could leave them on in the wash. By the way, if you are putting something with a zipper inside the washing machine, you should always zip it up. That will prevent the zipper from snagging on your other clothes, and it'll also protect the zipper itself. Now, even though zippers rapidly became popular, there was pushback among the older and more conservative consumers, especially about putting them on the fly. And urban legends began to spread. - One of the most famous ones is the myth of the fellow who has come to his fiance's parents for dinner, he's seated down at the table, he looked down and realized, ""Oh my God, I haven't zipped up my fly,"" so he zips it up. But then when he gets up a few minutes later to leave the table, he has caught the tablecloth in the fly of his trousers, and so ends up sending the entire table tumbling after him as he gets up and leaves. - I'm still a bit confused by...",the table
-QTkPfq7w1A,commentary,47,0.0922,0.1216,0.0,new_information,clean,"So what is counter snapping actually useful for? Well, notice that there is a force at which the series and parallel curves of the system overlap. Which means that at this force, the mechanism will actually be the same l","So what is counter snapping actually useful for? Well, notice that there is a force at which the series and parallel curves of the system overlap. Which means that at this force, the mechanism will actually be the same length in both states. So if you exert that exact force on the structure by for example hanging a weight from it, you can flip between the two states by giving the mechanism a little tug. And although that will change whether the springs are in series or parallel, it won't change how long the system actually is. So you can change the stiffness without changing the length. Now look at what happens if you give the mechanism a nudge in its original series state. If you poke it, you it's basically a way to measure the natural frequency.",look at
vexARYQjdN8,podcasts,0,0.0919,0.036,,new_information,clean,"(Lex flipping) - That was intense. This video is a Judo training session with Travis Stevens from a while back. He's a 2016 Olympic silver medalist in Judo, and one of the greatest American judoka ever. I've trained judo","(Lex flipping) - That was intense. This video is a Judo training session with Travis Stevens from a while back. He's a 2016 Olympic silver medalist in Judo, and one of the greatest American judoka ever. I've trained judo and jujitsu for many years, and took some time off on the judo side, focusing more on submission grappling than throwing. But I'm hoping to get back into it with Jimmy Pedro, the legendary judo coach out in Boston. I love judo too much. I miss it. Big thank you to Craig Jones and the B Team for letting us use their gym for this judo session.",this video
AeGEv0YVLtw,commentary,7,0.0898,0.0196,,new_information,clean,"He's guilty. Even if there was a mirror he wouldn’t be able to face himself: he’s worried that he's a coward. And Estelle is very willing to dissuade him of that notion by having sex with him, she's like, ""You're not a c","He's guilty. Even if there was a mirror he wouldn’t be able to face himself: he’s worried that he's a coward. And Estelle is very willing to dissuade him of that notion by having sex with him, she's like, ""You're not a coward, you're a big, strong, desirable man, you're worthy of happiness, so get over here on the couch and let’s do it!"" But Inèz tells Garcin, ""Estelle would have sex with anyone: she just wants attention from a man and she’ll you anything you need to hear to get it. She doesn’t really fancy you, she just likes the idea of somebody mildly attractive validating her."" And even though Estelle says, “That isn't true, or even does it matter if it is?” there’s that little niggle planted at the back of Garcin’s mind.",over here
-QTkPfq7w1A,commentary,19,0.083,0.0196,0.0,new_information,clean,"But there were only two possible routes the drivers could take. Route one starts with a wide highway that takes you halfway across town. The road is so wide that regardless of how many cars are on it, this part of the tr","But there were only two possible routes the drivers could take. Route one starts with a wide highway that takes you halfway across town. The road is so wide that regardless of how many cars are on it, this part of the trip always takes 25 minutes. The second half of this route turns into a narrow city street, and the time to drive through this street depends on how many cars are on it. For every 100 cars on the street, the time to pass through it takes an additional minute. So 100 cars will take 1 minute, 200 cars will take 2 minutes, and so on. The second route through town starts with a similar narrow city street that depends on the number of cars. It takes you halfway across and then turns into another 25-minute highway stretch where the transit time doesn't depend on traffic. So which route would you take to get across town? Well, you can see that the routes are identical but flipped. So, it doesn't really matter.",you can see
3esF-pNAM9c,podcasts,47,0.0828,0.0205,0.0,new_information,clean,oh I really want to have a nap I would have a nap on the floor right here if I could looking for sugar all the time you actually have a clearer brain like we know glucose spikes are linked to even just brain fog and brai,oh I really want to have a nap I would have a nap on the floor right here if I could looking for sugar all the time you actually have a clearer brain like we know glucose spikes are linked to even just brain fog and brain fog is a debilitating symptom to have you can't show up as the person you want to be I would never be able to do the work that I do if I didn't have my glucose under control and I learned that from the very beginning that's why I got into this work in the first place but 100% agree with you yeah so the first hack we talked about was the Savory breakfast there was the second one you talked about vinegar which we talked about last time which I remember I was really repulsed by but you count this as one of your most important hacks is to eat vinegar every day it's drink one tablespoon of vinegar in a big glass of water before your biggest meal of the day and the reason it's important Stephen is because it's easy and I'm all about easy hacks big bang for your bck so vinegar contains acetic acid which interacts with your digestive enzymes and cuts the glucose Spike of your meal by up to 30% with no effort,right here
3esF-pNAM9c,podcasts,48,0.08,0.0264,0.0,new_information,repetition,so if you want a super low effort albeit not very delicious super low effort hack to try do that and see how you feel with a smaller Spike and a smaller crash few Cravings less fatigue what kind of vinegar any kind of vi,so if you want a super low effort albeit not very delicious super low effort hack to try do that and see how you feel with a smaller Spike and a smaller crash few Cravings less fatigue what kind of vinegar any kind of vinegar it can be the vinegar you have at home literally tonight just grab the white vinegar in your kitchen and not the cleaning vinegar if it's next to the toilet paper it's not the right vinegar you want the kitchen vinegar one tablespoon in a big glass of water dilute it drink it 10 minutes before having your dinner see how you feel what's what role is the water playing in this just dilution so that it doesn't hurt your teeth because your dentist won't be very happy if you take a shot of vinegar because it can hurt your teeth's enamel okay so that's hack number two and that's really to sort of line my stomach to so no that's to interact with your digestive enzymes the line stomach is the third hack which is Veggie starters so all around the world if you look at different cultures you see this habit this tradition of starting your meal with veggies in Italy aunti in France crud raw vegetables at the end of your at the beginning of your meal in the Middle East you start your meals with herbs by the bunch right why are we doing this veggies first thing well recently scientists have discovered why it's so powerful it's because veggies contain fiber we love fiber she's the best when you have fiber at the beginning of a meal what it does is that it coats your intestine it makes this sort of protective barrier this protective mesh kind of goo fibrous mesh and so any glucose you eat afterwards will not be able to go through your intestine into your bloodstream so quickly so it slows down the arrival of glucose into your blood and it slows down that Spike you can make the experiment if you're wearing a monitor just have a a small plate of you know carrots or spinach or broccoli or cherry tomatoes or whatever veggie you like before a meal and see how much smaller your glucose spike is you stay Fuller for longer have few crat and you're helping your body from within too and the fourth one you mentioned was moving after after eating,look at
9szhjhO9epA,commentary,27,0.0787,0.0345,0.0,new_information,clean,"YKK. Even on clothes and objects from completely different brands. If you look at your zipper now, you'll probably see the same thing. So at first, I thought this might refer to a particular style of zipper or something,","YKK. Even on clothes and objects from completely different brands. If you look at your zipper now, you'll probably see the same thing. So at first, I thought this might refer to a particular style of zipper or something, but then I Googled it, and it turns out that YKK is a company, the biggest zipper company in the world. If Talon has the original patent rights and they own the original zipper, how don't I have a single Talon zipper in my room, and how did YKK end up dominating the zipper world? Well, Talon pretty much ruled the zipper market until the 1930s, but in 1934, Sundback's original patent expired, so the playing field was wide open to competitors. That same year, Japanese businessman, Tadao Yoshida, founded a new fastener company, the Yoshida Manufacturing Corporation, or YKK.",look at
3esF-pNAM9c,podcasts,9,0.0785,0.0339,0.0,new_information,repetition,but let me explain if you put a chicken in the oven it goes from pink to brown right you've seen this it books this process of cooking is called glycation it's the process of Browning or of cooking same thing when you to,but let me explain if you put a chicken in the oven it goes from pink to brown right you've seen this it books this process of cooking is called glycation it's the process of Browning or of cooking same thing when you toast a piece of toast for example the interesting thing is a human being from the moment we're born we're slowly cooking in that same way on the inside we're slowly glycating we're slowly Browning and then when we're fully glycated when we're fully cooked we die that's why when you look at the cartilage of babies it's white and if you look at the cartilage of somebody who's 90 years old it's brown they've cooked on the inside and every glucose Spike increases you're looking at your skin yeah from the outside we'd have to like open you up and look at your cartilage color got about 10 minutes left and every glucose Spike increases his process of glycation so much so that glucose and glycation they kind of sound like a similar word glucose glyc a it's because it's glucose doing the glycating so every glucose Spike increases glycation increases cooking accelerates aging and this shows on your skin you get wrinkles faster if you glycate more and also on the inside your organs slowly get damaged so glucose spikes mitochondria get tired you age faster in response to this your body knows Stephen that a big glucose spike is not good for you your body knows that it has to do something to try to get that glucose level down so what it does it calls up your pancreas and it's like yo pancreas we got a glucose bike going on we need to get this glucose down in response your pancreas sends a hormone called insulin out in your body you've heard of insulin before right and insulin's job and we love her her job is to grab all these excess glucose molecules and to store them away so they don't damage your body anymore and Insulin stores glucose away into your liver into your muscles and then when those are full insulin stores glucose away into your fat cells and that's one of the ways that you gain fat on your body it's in response to the spikes and your body trying to protect you from the spikes the problem is insulin itself has consequences and is the driver of type two diabetes and insulin resistance so to answer your question yes when you see a big spike on your glucose monitor there's some of that going on and the more spikes you have the harder it is going to be for your body to manage your spikes so it kind of becomes a vicious cycle if you keep eating the same way your spice will get bigger and bigger and bigger and bigger over time with more and more damage on that last point about where insulin stores the excess glucose does that mean that if I have more muscle mass I'm better at eating sugary products yep,look at
MsIvs_6vC38,lectures,53,0.0747,0.0205,,new_information,clean,"So this is the A=L U. So if no row exchanges, the multipliers that those numbers that we multiplied rows by and subtracted, when we did an elimination step -- the multipliers go directly into L. Okay. So L is -- this is ","So this is the A=L U. So if no row exchanges, the multipliers that those numbers that we multiplied rows by and subtracted, when we did an elimination step -- the multipliers go directly into L. Okay. So L is -- this is the way, to look at elimination. You go through the elimination steps, and actually if you do it right, you can throw away A as you create L U. If you think about it, those steps of elimination, as when you've finished with row two of A, you've created a new row two of U, which you have to save, and you've created the multipliers that you used -- which you have to save, and then you can forget A. So because it's all there in L and U.",look at
3esF-pNAM9c,podcasts,55,0.07,0.2803,0.0,new_information,clean,and I'll just make an example with my own data to illustrate that scientific study and that's why if you swipe on my post you'll see my graph and then the study that I mentioned or in the description of the post I don't ,and I'll just make an example with my own data to illustrate that scientific study and that's why if you swipe on my post you'll see my graph and then the study that I mentioned or in the description of the post I don't draw any conclusions from my own glucose data I'm not like oh look today I had a green tea and that didn't cause a spike and yesterday I had a green tea and I also had a piece of I don't know whatever an almond and that caused a biggest [ __ ] so I should be telling everybody to not have elments like that's not how it works at all it's just an illustration of existing studies that's my role that's my job that's what I love to do to translate studies that are existing in a way that makes it easier for people to understand because you can't just give somebody a scientific paper you have to explain it in a visual way that they can immediately get it so of those visuals that you've made is there some in particular that were most surprising to you or most shocking to you because I'm going to put some of them on the screen so some of them that come to mind that would maybe had the biggest response from your audience for example,the screen
4X16Iw5ST4Q,commentary,27,0.0698,1.0,1.0,discourse_filler,clean,[Music] okay you're welcome now let's hear a word from today's sponsor this video is sponsored by current folks as technology advances industries usually evolve and adapt over time except banking they refuse to change an,[Music] okay you're welcome now let's hear a word from today's sponsor this video is sponsored by current folks as technology advances industries usually evolve and adapt over time except banking they refuse to change and banking as a whole is dominated by a bunch of old companies who don't care about their customers current was built to change that they've built everything from the ground up with you in mind and with the most modern technology and security i've always been frustrated with how difficult and how long it takes for me to get my own money from my own bank but current wants to get you your money faster and they also want to give you the tools to spend and save your money better than ever what are those tools you ask good question well with current you can get your paycheck up to two days faster there's no overdraft fees up to two hundred dollars no minimum balance fees and their new interest feature where you get four percent apy on savings and they're not done they've got a bunch of exciting things coming up this year so you're definitely going to want to sign up for current right now and as usual current wants to help me give back to you guys today kern and i have given away thousands of dollars to my audience and we're about to do it again okay five lucky people who sign up for current using my code courtesy are gonna get 500 each so go download current right now by clicking the link in the description and use my code curtis c for your chance to win hey,this video
-QTkPfq7w1A,commentary,11,0.0622,0.0093,0.0,new_information,clean,"That's Hook's law. But if you add another spring in between in series, now both springs extend roughly the same amount, X, because both springs feel the same force of the weight pulling from below. So in the case of idea","That's Hook's law. But if you add another spring in between in series, now both springs extend roughly the same amount, X, because both springs feel the same force of the weight pulling from below. So in the case of ideal massless springs, you would end up with exactly 2x of displacement. Now there's another way to connect these two springs to the weight, and that is in parallel. This way, both springs are independently connected to the hook above and to the weight. So, each spring is only carrying half the weight of the mass below, which is why both springs extend only half as far or x over two. If you look at the setup right after the green rope is cut, you'll notice that this is actually exactly how the springs are laid out.",look at
9szhjhO9epA,commentary,23,0.0561,0.0205,0.0,new_information,clean,"Okay, at first it just looks like other zippers, but if I pull out the threads, you can see that everything here is just a single weird piece of plastic. Imagine you have a coil of plastic that you somewhat flatten. You ","Okay, at first it just looks like other zippers, but if I pull out the threads, you can see that everything here is just a single weird piece of plastic. Imagine you have a coil of plastic that you somewhat flatten. You can mold the plastic such that one side of every loop bulges out more on the top and bottom. If you do this a second time with a second piece of plastic, you'll notice that you now have ridges that fit perfectly together, much like zipper teeth. Stitch these two coils onto fabric, then add a slider, and bam, you have a functional zipper. This is known as a coil zipper. It showed up around the 1940s as a cheap alternative to the original design, and now you can find it everywhere, especially on things like suitcases and backpacks where the zipper needs flexibility to maneuver around corners. Coil zippers also have another benefit. Since all of their teeth are one interconnected piece of plastic, there's no way for a single tooth to fall off, so that itself cannot cause that cascading failure.",you can see
6Sx_hLPFwU8,lectures,2,0.0533,0.0863,,new_information,repetition,well that makes sense as well okay if something is normally distributed it's basically like a bell curve okay and the median and the mean are about the same right in the middle all right so the median for brooklyn is def,well that makes sense as well okay if something is normally distributed it's basically like a bell curve okay and the median and the mean are about the same right in the middle all right so the median for brooklyn is definitely going to be less and the median for mary is going to be less as well because she attended one uh the folk concert where the decibels were less so the median is greatest for samantha that's true as well let's see if mary had attended an additional rock concert the median sound level she attended would be greater than it is now well let's see mary only attended two shows one rock and one folk so the median for her it would be in between the rock concert and the folk concert right it would be in between those two but if you look at answer c if she tend attended an additional rock concert remember the rock concerts are louder okay let's say she attended an additional rock concert then this would be the median because it would be the middle value of those three so yes the median would increase if she attended another rock concert so c is true and answer d among the three girls samantha attended the concerts with the greatest standard deviation of sound levels um standard deviation is basically how spread out the data is so that's definitely not true okay because the one with the most spread out data was both brooklyn and mary they attended the the quieter concerts and the noisier rock concerts so the most standard deviation would be brooklyn or mary so definitely not samantha she only attended the rock concerts at oakton mithlothian and jefferson high schools the long jumpers employ different strategies for competition at oakton high school the jumpers are conservative they are always very careful careful not to fault which result in a jump of zero but as a result they all jump similar short distances at midlothian the jumpers are very aggressive they jump as far as they can but they risk faulting about half the jumpers get a score of zero and half jump long distances a long distance is about twice as far as a short at jefferson the jumpers strike a balance they are fairly aggressive but also careful as a result most jump median medium distances while one or two of them fall and jump zero,look at
